,id,title,description,search_word,tags,viewCount,likeCount,favoriteCount,commentCount
795,9kPBLMUt8wY,ANTONY &amp; MARTINEZ 100 Million BID! MALACIA &amp; DEJONG Latest! Man Utd Transfer News,Man Utd want Antony and Lisandro Martinez in a huge double transfer bid as Erik Ten Hag looks to get his business done early.,manchester unired ,"Jadon Sancho,Sancho,Manchester United,Man United,Man Utd,Manchester United TV,The United Stand,United Stand,Manchester United News,MUFC,Man Utd News,United,Manchester United Transfer News,Transfer,Romano,Manchester United preview,Cristiano Ronaldo,Ronaldo debut,vs Manchester United,Goldbridge,Erik Ten Hag,Ten Hag,Ten Hag first interview,Ten Hag press conference,Ten Hag Man Utd interview,Ten Hag Man Utd,De Jong,Frenkie De Jong",260641,8110,0,662
796,DdSPmCSJkUQ,How Malacia Will Fit In At Manchester United!,"For cheap price and HIGH-QUALITY football shirts make sure to use the discount code ""jerseyfifa"" for 10% off at ...",manchester unired ,"Man Utd,Man United,Manchester United,Man Utd transfer,Man United transfer news,Ralf Rangnick Man United,Rangick,Rangnick tactics,StatmanDave,United Stand,Manchester United Targets,Erik Ten Hag,Ten Hag transfer,Ten Hag transfer targets,Man United tactics,Ten Hag Manchester United,Ten Hag,Malacia Lyon,Malacia Manchester United,Tyrell Malacia,Malacia compilation,Malacia highlights,Malacia Man United,Malacia transfer,Malacia Fabrizio Romano",13375,431,0,56
797,MJQcdZgJ5-Q,Manchester United Dream lineup 2022/23 with transfer Rumours,Manchester United Dream lineup 2022/23 with transfer Rumours #Man united potential line up transfer rumours summer 2022/23 ...,manchester unired ,,8311,69,0,7
798,uBOECj6HexY,Manchester United’s potential starting XI next season 🍿 | ESPN FC,The ESPN FC crew look at Manchester United's potential starting XI for the 2022-23 Premier League campaign. #ESPNFC ...,manchester unired ,"espn fc,soccer on espn,espn soccer,ESPNFC,#ESPNFC,ESPN FC,espn fc tv,soccer,futbol,Manchester United’s potential starting XI next season 🍿 | ESPN FC,cristiano ronaldo,manchester united,man united,man utd,manchester utd,ronaldo,man united starting XI,manchester united starting XI,erik ten hag,ten hag,man united tactics",75220,1009,0,290
799,0_Yqi2_4bbM,"Malacia യുണൈറ്റഡിൽ🤯,OL Move hijacked🔥|Manchester united updates|transfer updates Malayalam",footballnewsmalayalam #cornerkick #manchesterunited #premierleague #cristianoronaldo.,manchester unired ,,2758,357,0,22
800,-_EVfrXqkEo,Cristiano Ronaldo Hat-Trick! | Manchester United 3-2 Norwich | Highlights,"Relive United's 3-2 win over Norwich at Old Trafford, as Cristiano Ronaldo's hat-trick helped us get back to winning ways in the ...",manchester unired ,"manchester united,mufc,man utd,manutd,mu,ggmu,old trafford,goals,highlights,paul pogba,raphael varane,jadon sancho,cristiano ronaldo,ronaldo,ronaldo goals,david de gea,de gea,wan-bissaka,maguire,shaw,fred,mctominay,matic,lingard,jesse lingard,man utd goals,Elanga,Rashford,Marcus Rashford,Bruno,Bruno Fernandes,Lindelof,Cavani,Mata,Manchester United 3-2 Norwich,Man Utd 3-2 Norwich,Cristiano Ronaldo,Ronaldo hattrick,CR7 Goals,Ronaldo Goals,Ronaldo Free-kick",9209985,230185,0,9293
801,sQ22aio1EQc,De Jong Nears United Move | Paper Talk | Manchester United News,Frenkie De Jong's move to United has moved a step closer with reports the Barcelona star is ready to make the switch to Old ...,manchester unired ,"Manchester United,Man Utd,Football,Full Time Devils,Manchester United News,United,Man United,Solskjaer,MUFC,Manchester United Fan TV,Man U Transfer News,manchester utd,Stretford Paddock,Howson,Stretford Padock,Paddock,Marcus Rashford,Paul Pogba,Bruno Fernandes,Man United Transfer News,mckola,De Jong,Frenkie De Jong,United De Jong,United transfer De Jong,De Jong bid,De Jong Barca,De Jong United bid,Ten Hag,Ten Hag De Jong,De Jong Ten Hag,mufc news",52672,1734,0,334
802,OEOVgeuHnOQ,BREAKING: De Jong Deal Agreed! | Man United Transfer News,Become a member! - https://www.youtube.com/channel/UC7w8GnTF2Sp3wldDMtCCtVw/join Jay is live from the studio with the ...,manchester unired ,"Manchester United,Man Utd,Football,Full Time Devils,Manchester United News,United,Man United,MUFC,Manchester United Fan TV,Man U Transfer News,manchester utd,Stretford Paddock,Howson,Stretford Padock,Paddock,Marcus Rashford,Bruno Fernandes,Man United Transfer News,mckola,Erik Ten Hag,man united news,manchester united news,man utd news,man united transfer news,man united transfers,man utd transfer news,de jong,frenkie de jong,frenkie de jong transfer",62704,2474,0,259
803,Zax4i7gviIU,Manchester United sign Tyrell Malacia: Erik ten Hag too focused on Dutch players? | ESPN FC,Craig Burley and Mark Ogden react to Tyrell Malacia signing with Manchester United. ---- Subscribe to ESPN UK: ...,manchester unired ,,196106,2908,0,662
804,fGpcgNYZpH4,"Tyrell Malacia 2022 ● Welcome To Manchester United ► Amazing Skills, Tackles &amp; Assists | HD",Turn on notifications to stay updated with new uploads! Obrigado Por Assistir! Thanks for watching!,manchester unired ,"Tyrell Malacia,Manchester United",30465,332,0,76
805,q8hbR596g28,Where do you play him? Steve Nicol has questions about Frenkie de Jong&#39;s fit with Man Utd | ESPN FC,The ESPN FC crew react to Frenkie de Jong being linked to Manchester United. ✓ Subscribe to ESPN+: ...,manchester unired ,"espn fc,soccer on espn,espn soccer,ESPNFC,#ESPNFC,ESPN FC,espn fc tv,soccer,futbol",122459,1763,0,571
806,s39gBT8Fle0,What The Heaven Is Happening To Manchester United?,"Manchester United have been struggling to be a competitive team since Sir Alex Ferguson left the club, coaches came and went, ...",manchester unired ,"what,the,heaven,is,happening,to,manchester,united,manchester united,what the hell,oh,my,goal,oh my goal,premier,league,premier league,cristiano,ronaldo,cristiano ronaldo,OMGWTHS3E011",931337,28708,0,1978
807,_j-__iwgRLk,"Latest Manchester United transfer news - De Jong, Malacia, Martinez, Antony, Eriksen, Dumfries",Here is the latest Manchester United transfer news: Intro: 00:00 Frenkie De Jong: 00:13 Tyrell Malacia: 01:06 Lisandro Martinez: ...,manchester unired ,"manutd,man utd,manu,man u,manchester united transfer news,latest manchester united transfer news,soccer transfer news,football transfer news,transfer updates,transfer gossip",18382,498,0,52
808,XlfJslHiLdE,"Manchester United | Every Goal In The 2020-21 Season | Fernandes, Cavani, Rashford, Pogba","Ahead of the Premier League fixtures being released tomorrow, enjoy every single one of the 121 goals the Reds scored in all ...",manchester unired ,"manchester united,mufc,man utd,manutd,mu,ggmu,old trafford,man utd highlights,de gea,henderson,wan-bissaka,Bailly,maguire,telles,williams,matic,van de beek,pogba,fred,fernandes,bruno fernandes,rashford,cavani,edinson cavani,greenwood,martial,ole,ole gunnar solskjaer,highlights,Premier League,Champions League,Europa League,FA Cup,League Cup,Carabao Cup,Every Goal,Man Utd Every Goal,Every goal 2020/21 season",1786792,22782,0,680
809,Cjbf6VM-pf4,EXTENDED HIGHLIGHTS | Manchester United 3-2 Norwich City,Extended highlights of Norwich City's 3-2 defeat to Manchester United at Old Trafford. ▻ TWITTER: ...,manchester unired ,"Football,Soccer,Norwich,Norwich City FC,Premier League,Teemu Pukki,UK,EFL",1901984,24330,0,682
810,ozgy-f0zlu8,Top 10 Premier League Injury Time Winners | Manchester United,"After Bruno Fernandes' last-gasp penalty winner against Brighton last Saturday, we look back on ten of United's latest, greatest ...",manchester unired ,"manchester united,mufc,man utd,manutd,mu,ggmu,old trafford,GOALS,premier league,late winners,winners,injury time,united,michael owen,paul pogba,marcus rashford,wayne rooney,rio ferdinand,robin van persie,van persie,paul scholes,man city,liverpool,ronaldo",1705873,27476,0,747
810,ozgy-f0zlu8,Top 10 Premier League Injury Time Winners | Manchester United,"After Bruno Fernandes' last-gasp penalty winner against Brighton last Saturday, we look back on ten of United's latest, greatest ...",manchester unired ,"manchester united,mufc,man utd,manutd,mu,ggmu,old trafford,GOALS,premier league,late winners,winners,injury time,united,michael owen,paul pogba,marcus rashford,wayne rooney,rio ferdinand,robin van persie,van persie,paul scholes,man city,liverpool,ronaldo",1705873,27476,0,747
811,Mk1OkAdbFhg,Should Manchester United fans be concerned by a lack of transfer activity? | Transfer Talk,"Subscribe to Sky Sports News: http://bit.ly/SkySportsNewsSub As part of this evening's Transfer Talk, Dharmesh Sheth discussed ...",manchester unired ,"Manchester United,Christian Eriksen,Barcelona,Ajax,Brentford,Aaron Wan-Bisakka,AWB,Sky Sports News,Transfer News,Transfer Talk",455041,6344,0,1262
812,52SeGdW6hQA,I Built Full Master Manchester United Squad 2022 - FIFA Mobile 22,"Best Possible Master Manchester United Squad Builder FIFA Mobile. Cristiano Ronaldo, Bruno Fernandez, Fred, Harry Maguire, ...",manchester unired ,,96510,2914,0,112
813,BKbbxDp03T8,Anthony Martial reaches 75 goals for Manchester United | Every Goal,"After Anthony Martial hit his 75th goal for Manchester United in Wednesday's Carabao Cup win over Everton, we look back on all ...",manchester unired ,"manchester united,mufc,man utd,manutd,mu,ggmu,old trafford,anthony martial,goals,highlights,liverpool,manchester city,everton,premier league,fa cup,uefa champions league,arsenal,chelsea,sheffield united,cardiff,cska moscow,bournemouth,stoke,crystal palace,watford,chip,carabao cup,burnley,europa league,lash,partizan belgrade,fenerbahce",1368890,20318,0,1206
814,ZE-GjQy-PLc,Robin van Persie | All the Premier League Goals | Manchester United,Subscribe to the Manchester United Channel here: http://bit.ly/ManU_YT Robin van Persie scored 48 Premier League goals in his ...,manchester unired ,"manchester united,mufc,man utd,manutd,mu,ggmu,old trafford,MATCH ARCHIVE,ALL THE GOALS,PREMIER LEAGUE,ROBIN VAN PERSIE",9835044,109796,0,5280
815,YtiMk8PNccs,Sensible Transfers: Manchester United [January 2022],"Try The Athletic for FREE for 30 days: https://theathletic.com/tifofootball In this Sensible Transfers series, In this series, we will ...",manchester unired ,"tifo football,tifo football youtube,youtube tifo football,tifofootball,tifofootball youtube,sensible transfers,sensible transfers man united,manchester united,mufc,tifo man united,tifo transfers,tifo sensible transfers,tifo man united transfers,rangnick,centre midfield,right back,red bull",312737,10540,0,881
816,REdArKiEEv0,DONE DEAL❗FRENKIE DE JONG TO MANCHESTER UNITED✅IBRAHIM SANGARE €24JT✍PENGORBABAB CR7😍MAGUIRE BARCA😭,BERITA SEPAK BOLA TERKINI & TERBARU HARI Dari GGMU - Berita Manchester United Terbaru Selasa 28 Juni 2022 : HERE ...,manchester unired ,"berita mu hari ini,berita manchester united hari ini,berita manchester united,berita mu terbaru,mu,berita manchester united terbaru,berita bola manchester united,manchester united,the red devils manchester united,ronaldo,jadwal mu,hasil bola,berita bola,berita bola hari ini,bola hari ini,berita erik ten hag,manchester united news,man united news today,jadwal man united,berita bola terbaru,berita bola baru,erik ten hag,darwin nunez,de jong,antony mu",22408,341,0,53
817,78WCM_rVCCY,What&#39;s Wrong With Manchester United&#39;s Defence?,Spend £60 and get £10 off - Use code “TIFOBF” at the checkout - Tifo Football Shop: http://shop.tifofootball.com/ Try The Athletic ...,manchester unired ,"tifo football,tifo football youtube,youtube tifo football,tifofootball,tifofootball youtube,MUFC,manchester united,premier league,cr7,ronaldo,Ole Gunnar Solskjær,Cristiano Ronaldo,champions league,old trafford,football analysis,paul pogba,paul scholes rant,Jamie Carragher,Rashford,fred,luke shaw,man united,man utd,harry maguire",460760,12596,0,1139
818,r80297S99G0,"Manchester United | Top 3 Premier League wins of 2020-21 | Man City 2-0 , Leeds 6-2, Southampton 9-0","After the publication of the Premier League fixtures today, enjoy these extended highlights of three of our best wins in the Premier ...",manchester unired ,"manchester united,mufc,man utd,manutd,mu,ggmu,old trafford,man utd highlights,de gea,henderson,wan-bissaka,Bailly,maguire,telles,williams,matic,van de beek,pogba,fred,fernandes,bruno fernandes,rashford,cavani,edinson cavani,greenwood,martial,ole,ole gunnar solskjaer,highlights,Premier League,Man City 0-2 Man Utd,Man Utd 6-2 Leeds United,Man Utd 9-0 Southampton",685025,12182,0,274
819,AE_HaANSENQ,Manchester United 4-0 Everton (17-18) | Premier League Classics | Manchester United,"Ahead of our pre-season fixture against Everton this weekend, take a look back at a Premier League classic as Antonio Valencia's ...",manchester unired ,"manchester united,mufc,man utd,manutd,mu,ggmu,old trafford,united,everton,premier league classic,united v everton,antonio valencia,romelu lukaku,bruno fernandes,paul pogba,jadon sancho",558089,9717,0,355
820,Hx_mf9PTpD8,"Erik Ten Hag shows skills on first Man United training at Carrington grounds as Sancho,Van De Beek",Erik Ten Hag first training session at Manchester United Welcome once again to the headquarters fellow Red Devils and football ...,manchester unired ,,144270,2073,0,33
821,Nbbw3EcN-LI,How Christian Eriksen Fits In At Manchester United! | Scout Report,Become a member! - https://www.youtube.com/channel/UC7w8GnTF2Sp3wldDMtCCtVw/join Reports are suggesting that ...,manchester unired ,"Manchester United,Man Utd,Football,Full Time Devils,Manchester United News,United,Man United,MUFC,Manchester United Fan TV,Man U Transfer News,manchester utd,Stretford Paddock,Howson,Stretford Padock,Paddock,Marcus Rashford,Bruno Fernandes,Man United Transfer News,mckola,Erik Ten Hag,eriksen,christian eriksen,eriksen united,man united eriksen,man united transfers,manchester united transfers,man utd transfer news,man united news",34345,976,0,143
822,eFUqxvl86Bw,Amazing Erik Ten Hag First Day Training At Carrington As Manchester United Manager.,Watch Erik Ten Hag's first day training at Carrington as Manchester United manager and what we need to learn about this training.,manchester unired ,,610893,8551,0,760
823,HA7hWH2GLjI,Cristiano Ronaldo | Every Manchester United Goal So Far,Enjoy every goal scored by Cristiano Ronaldo for the Reds in his first spell at Old Trafford! Subscribe to Manchester United on ...,manchester unired ,"manchester united,mufc,man utd,manutd,mu,ggmu,old trafford",7141155,87915,0,2706
824,SnWuiAxgNx4,Christian Eriksen choosing between Manchester United and Brentford,Subscribe to Sky Sports News: http://bit.ly/SkySportsNewsSub Christian Eriksen is understood to be deciding between whether to ...,manchester unired ,"Christian Eriksen,Manchester United,Brentford,Sky Sports News,Transfer Talk,Paul Pogba,Juventus",412820,5518,0,1384
